datasize_list,bruck_mr,bruck_logmr,bruck_std,bruck_logstd,bisect_mr,bisect_logmr,bisect_std,bisect_logstd,ssdp_mr,ssdp_logmr,ssdp_std,ssdp_logstd,socp_mr,socp_logmr,socp_std,socp_logstd
650,8.14401207,0.898928861287239,2.19965803749522,0.102395096370213,0.66031578,-0.180287952631807,0.00946299189507326,0.00616469385105716,0.02110689,-1.67953126576232,0.00309142098842372,0.0609203632040743,0.01669617,-1.77827097282962,0.00114254036354666,0.0290658737454127
700,6.64964781,0.801605251116433,2.47644606638181,0.134880640781996,0.65883917,-0.181231242351289,0.00486629766296258,0.00320593250405254,0.02276845,-1.64844747527937,0.00387903946193155,0.0750412141683695,0.0170613,-1.76914947623165,0.00136426199259689,0.0328811128780002
750,7.64746769,0.867192433031552,2.43047526821068,0.120224336829099,0.65797116,-0.1818101823428,0.0061476547866646,0.00405414810724892,0.02121266,-1.67738919338252,0.00315417479195783,0.060865821042547,0.01656026,-1.7815371774678,0.000920176066727329,0.0241717658766912
800,10.9353232,1.01478168101797,3.70247717919353,0.155815626382835,0.66618811,-0.176467583674045,0.0121131179431823,0.00788280540234544,0.02373003,-1.63013298111882,0.00397697956496021,0.072271477491519,0.01630477,-1.78856127437733,0.00108783621423448,0.0291374613777898
850,11.82302903,1.0505787544914,3.90160229420327,0.147882856503394,0.66260873,-0.178764139905473,0.00690822665990023,0.00453593749099666,0.02112341,-1.67692966775912,0.00197184668631548,0.0403752711126456,0.0166732,-1.77835360221659,0.000719587628823311,0.0190771068368155
900,20.22092186,1.23799727191122,12.8964394953475,0.245321851395319,0.64501162,-0.190460643135099,0.00775569544410925,0.0052117983275142,0.02154038,-1.67048903099569,0.00308339846770843,0.0591494145392282,0.01648025,-1.78330940668152,0.00062255985209813,0.016155430586652
950,18.74618686,1.2282304563509,8.78865654921389,0.209387106662887,0.63599676,-0.196573130474672,0.00761607961620966,0.00520191603101152,0.0211662,-1.67734905581981,0.00264055198269857,0.0535049759976536,0.01677825,-1.77532105260673,0.000311681027298387,0.00809229362383296
1000,19.85641702,1.28514719076558,5.54119917486768,0.106416924935003,0.67626856,-0.169896250677232,0.00601872773935193,0.00385923039217273,0.0211337,-1.67684913598242,0.00206609114889822,0.0417303106147115,0.0176546,-1.75352197102891,0.00078222537672975,0.0190992449909253
1050,17.99180947,1.24210341783784,4.86725760763574,0.109219867051566,0.68001617,-0.167563340929261,0.0141289278006389,0.00888004511517848,0.02272913,-1.64616685764637,0.00266882020378127,0.05177359742575,0.01764838,-1.75356217503564,0.000641512575091089,0.0161902682632819
1100,17.01780297,1.21858726440812,4.46345346259251,0.10697095975217,0.68189932,-0.166294407882745,0.00592050951688755,0.00375782073657452,0.0232483,-1.63662644223893,0.00290937610914169,0.0538109119858384,0.01731247,-1.7621905065434,0.000898743476007847,0.0232765843177186
1150,27.7587628,1.42009654688078,9.7740989889893,0.149155266477413,0.67694958,-0.169510530877737,0.012529731096148,0.00802961461186346,0.02321241,-1.63833194996311,0.00328250639787817,0.0631007494101713,0.01842977,-1.73483682358118,0.000792260890041209,0.0185003054240309
1200,26.53785968,1.40530933080285,8.28397258110399,0.13305976994067,0.65496873,-0.183833698972006,0.0109875638171374,0.00721256908916639,0.02379719,-1.62698047650308,0.00309891128747931,0.0590055532897687,0.01737335,-1.7605655697684,0.000845389023205031,0.0206735157970773
1250,29.26073549,1.43664792581137,12.1686430332952,0.164837327899511,0.66315312,-0.178394056432061,0.00421152408960621,0.00275586542098503,0.02223169,-1.6550231106914,0.00220758073437367,0.0442740548511524,0.01792153,-1.7479385424674,0.00151993181502768,0.035025690023401
1300,32.5910186,1.49457625424964,9.83846149193295,0.136799165011422,0.65772028,-0.181967271909036,0.0043428239680343,0.00286368469140884,0.02133983,-1.67381945265768,0.00264523598109255,0.0539349300611322,0.01809318,-1.74321609555507,0.00115143104758094,0.0260419256623777
