datasize_list,bruck_mr,bruck_logmr,bruck_std,bruck_logstd,bisect_mr,bisect_logmr,bisect_std,bisect_logstd,ssdp_mr,ssdp_logmr,ssdp_std,ssdp_logstd,socp_mr,socp_logmr,socp_std,socp_logstd
100,0.43448649,-0.51290992926509,0.48888780416691,0.345124352297166,0.73363738,-0.134847808581698,0.0303007309865914,0.017771233773742,0.03050981,-1.52228095194565,0.00593967119038494,0.078622158106627,0.02034861,-1.69463430093529,0.00264518907303639,0.0547500772056475
150,0.48429672,-0.326577559101404,0.11480305742297,0.108214141835818,0.70247912,-0.153392268334341,0.00806001158377996,0.00497729020699543,0.026165,-1.58306806599301,0.00166046600754795,0.0276051830436447,0.01900754,-1.72206179941344,0.00136176407419853,0.0307578316799254
200,0.81715719,-0.106155508810461,0.261351237658381,0.131012268986453,0.69965418,-0.155187289011526,0.0133609494614218,0.0082459648678292,0.02858386,-1.54828152326311,0.00445159732685296,0.0640159554305308,0.01838468,-1.73627050460612,0.0011546423580967,0.0260912590654931
250,1.29824929,0.0766843864889687,0.639198762345651,0.177384555580837,0.71132873,-0.148033656306231,0.0164682873993928,0.0100010936071836,0.02713368,-1.57160323484111,0.00460590279141886,0.0688005838967361,0.01801587,-1.74545180170498,0.00131421598262995,0.0332176358040304
300,1.55103472,0.154792758531265,0.653265214170695,0.190184477733617,0.70420479,-0.152323025867007,0.00750297127476095,0.00459832835534485,0.02631419,-1.58228380255467,0.00305361449449665,0.0481468592170158,0.01824454,-1.74010526627467,0.00148714380101216,0.0341745051819875
350,2.31591615,0.340017405465277,0.768813937563901,0.160444506802681,0.71528335,-0.145549705065362,0.00854826436824717,0.00517745968961975,0.02598126,-1.58682845034909,0.00224691188829864,0.038112935286018,0.01883622,-1.72544172728694,0.000893744667489919,0.0204490078507733
400,2.89076814,0.44986884095589,0.641760243600012,0.107633449224622,0.71183142,-0.147672927881944,0.0113868412758664,0.00695497259471506,0.0274397,-1.56318042635847,0.00248359796397619,0.0385612260751339,0.01805421,-1.74430245648579,0.00118601652550788,0.0294825389551049
450,3.74065218,0.545771718705373,1.30264416888484,0.168246211440765,0.70782176,-0.150147515819159,0.0134846478591356,0.00831703050299003,0.02581248,-1.59144609041741,0.00324916335685905,0.0571445655252591,0.01870207,-1.72913569527289,0.00136093298149141,0.0313965003374961
500,6.33835001,0.786866760084358,1.8949511993372,0.11711658387131,0.71788923,-0.143982639752214,0.0102695016737317,0.00622262868070143,0.02580472,-1.58999134157586,0.00245558920098619,0.039949208256072,0.01839637,-1.73577880784703,0.000945657604292143,0.022149383147
550,5.06392731,0.685380036356106,1.47226247699708,0.141664115312603,0.72307832,-0.140868381675545,0.0120435565937236,0.00718403025573516,0.02651774,-1.5778682411027,0.00227243279533924,0.036623863621488,0.01854029,-1.73290886276601,0.00137888966720813,0.0310457483944559
600,8.78004306,0.89745706372639,3.91836770079801,0.220886358549017,0.71503888,-0.145697175840776,0.00837665531937156,0.0050894605789086,0.02921567,-1.53742417678362,0.00375935186200139,0.0533583794436895,0.01825379,-1.73900990897536,0.000803079729610399,0.0185262649936599
650,7.30010306,0.830421543215315,3.24813765109181,0.171551083429156,0.70980131,-0.149094624513322,0.0242233806555866,0.0150072545701626,0.0280516,-1.55394518276355,0.00277814460746736,0.042780342472144,0.0177948,-1.75011645288216,0.000811928913144495,0.0199148288869575
700,10.96841983,1.0185626612983,3.40224655821074,0.150023953090014,0.68526381,-0.164177319707099,0.00915298733947315,0.0058320253589247,0.02502932,-1.60315744361496,0.0023732548848458,0.038524287353231,0.01664561,-1.77920846669115,0.000855685085439991,0.0220628707731133
