gamma_list,bisect_means,bruckner_means,ridge_means,ssdp_means,socp_means
0.001,0.996072701746805,1.002356037197,0.999445101260066,0.996072522237992,1.03969016845954
0.0202051282051282,0.923618227701511,1.00014952964345,0.989142719805539,0.92362102443359,0.923625149273423
0.0394102564102564,0.856434466152992,1.00385485915882,0.979513992258528,0.856433598282678,0.856433612561007
0.0586153846153846,0.794025677900807,1.01087438175401,0.970558499161082,0.794024855586539,0.794026850405297
0.0778205128205128,0.73599647705988,1.02164686165507,0.962275821303222,0.735995837018235,0.735992900730561
0.097025641025641,0.682006131852438,1.03583764393531,0.954665539670623,0.682007752685948,0.682014747156566
0.116230769230769,0.63176533113525,1.05354248044433,0.94772723550886,0.631765931593062,0.631762736643582
0.135435897435897,0.58500739501272,1.07430570100849,0.94146049034755,0.585009155595567,0.585015265310052
0.154641025641026,0.541503576689999,1.09864589630162,0.935864885959163,0.541502586783871,0.541502096362454
0.173846153846154,0.501031971008394,1.12645526473807,0.935299934965858,0.501032369282397,0.501024165184177
0.193051282051282,0.463401951959806,1.15844578322599,0.936692690931769,0.463402055082458,0.463408712645595
0.21225641025641,0.428430495341638,1.19338075412322,0.939777731430845,0.428429725160246,0.428441558413417
0.231461538461538,0.395946901371213,1.23271020978161,0.944553182253152,0.395945840999657,0.395937046749622
0.250666666666667,0.365791538981202,1.27372027084611,0.951017171260261,0.365791730395356,0.365799966844369
0.269871794871795,0.3378194862504,1.31873598094264,0.959167828379885,0.337818202553244,0.337819530185021
0.289076923076923,0.311883245026797,1.3677600560313,0.969003285621069,0.311884676833584,0.311885676344497
0.308282051282051,0.287858205473895,1.41845707697147,0.980521677050195,0.287858324974205,0.28786126190541
0.327487179487179,0.265612845516685,1.47340847916704,0.993721138810404,0.265613340299717,0.265615132742487
0.346692307692308,0.245030722788479,1.53074086375286,1.00859980909637,0.245031031527561,0.245026177973311
0.365897435897436,0.225997775665468,1.59507976114422,1.02515582817166,0.225998711012685,0.225997541654168
0.385102564102564,0.208411162978573,1.65940202608678,1.04338733835349,0.208409970399659,0.208410137583791
0.404307692307692,0.192163658484561,1.7261524250689,1.06329248401022,0.19216401338579,0.192163942337237
0.423512820512821,0.177165891775372,1.80097045361523,1.08486941157443,0.17716581369027,0.17716718130364
0.442717948717949,0.16332533054583,1.86958110016351,1.10811626951798,0.163325636632703,0.163325628714921
0.461923076923077,0.150558181648002,1.95469979270443,1.13303120836519,0.150559160255539,0.150554839244472
0.481128205128205,0.138786987327836,2.03659368925881,1.15961238068714,0.1387870831867,0.138789976550777
0.500333333333333,0.127934523303698,2.12371264435756,1.18785794109189,0.127935116465123,0.127933473063381
0.519538461538462,0.117933552472288,2.20994512547401,1.21776604623187,0.117933783342534,0.117936463407802
0.53874358974359,0.108718200418783,2.301576581245,1.24933485479758,0.108718248743758,0.10871505888186
0.557948717948718,0.100228273077471,2.39867775840385,1.28256252751418,0.100228083064768,0.100228162105152
0.577153846153846,0.0924071012860719,2.49133883358146,1.31744722713522,0.0924072262633704,0.092407044581396
0.596358974358974,0.0852033185099634,2.59660870722334,1.35398711844965,0.0852036868625822,0.0852017997301934
0.615564102564103,0.0785693547993505,2.7021120698535,1.39218036827228,0.078569197882763,0.0785694033544824
0.634769230769231,0.0724593128091279,2.80667273776849,1.43202514544231,0.072459439610355,0.0724603770562505
0.653974358974359,0.0668338314486242,2.91299191412563,1.47351962082207,0.0668332213124414,0.066831684318209
0.673179487179487,0.0616528497747508,3.03525143062398,1.51666196729509,0.0616527747716366,0.0616518623753349
0.692384615384615,0.0568828892253337,3.14619936205163,1.56145035976159,0.0568832471698126,0.0568857554842228
0.711589743589744,0.052492808645227,3.27031027211861,1.60788297513725,0.0524926035421342,0.0524902312000156
0.730794871794872,0.0484509143257675,3.27360756175102,1.65595799234697,0.0484513823294206,0.0484516420023392
0.75,0.0447329905583526,3.37598642937779,1.70567359233682,0.0447324588653943,0.0447333335706264
