datasize_list,bruck_mr,bruck_logmr,bruck_std,bruck_logstd,bisect_mr,bisect_logmr,bisect_std,bisect_logstd,ssdp_mr,ssdp_logmr,ssdp_std,ssdp_logstd,socp_mr,socp_logmr,socp_std,socp_logstd
100,2.04674022,0.281387863305521,0.910726380280761,0.159537079072159,10.91077274,1.0373644029777,0.550838059494408,0.0216936650682932,0.49869287,-0.320311310673228,0.160522253854889,0.129585043988518,0.01840966,-1.73774045111174,0.00227409941989253,0.0510102628395341
110,2.01698198,0.292683202632421,0.560752008716931,0.102144796338481,10.99484338,1.04038651347009,0.709165395140469,0.0277414774049245,0.41579565,-0.388709453658387,0.086765729461032,0.083364559388838,0.02195874,-1.6792554619389,0.00734989025499323,0.13983726358021
120,2.47486458,0.386187947763365,0.515998911395186,0.0815989115843013,10.88562405,1.03598766664333,0.720224485200213,0.0290006063051352,0.44542018,-0.358336994868779,0.083461745528992,0.0835897058565023,0.02191842,-1.68552195306004,0.00866045699369009,0.152916521706815
130,2.54094728,0.401228927927129,0.350184360089291,0.0605692441086432,11.34106012,1.05408862380673,0.607406842760703,0.0233974956125108,0.42438563,-0.382847512491634,0.0991117470801525,0.101076633342175,0.01875578,-1.74247633804886,0.0065086660262897,0.110374191572124
140,2.66798835,0.419474522005693,0.503535829792525,0.0800365787204045,11.00475196,1.04101122704852,0.594088442585907,0.0234283972489454,0.4150107,-0.389745812109118,0.0846961225924645,0.0859751918597403,0.02275617,-1.67397757004818,0.00975296850172637,0.16602538656433
150,3.74671868,0.563341830173378,0.888924439718981,0.0982793118867537,11.50433985,1.0602664830599,0.631042507136178,0.0240460869095761,0.43862475,-0.365055908202144,0.0829100682732836,0.0837766798189836,0.01653242,-1.78185677535503,0.000509413043064706,0.0137945821997552
160,3.95110352,0.593940941260765,0.472319964671546,0.0517449431973388,11.11728351,1.04586088257609,0.296612443529425,0.0115054493585086,0.43094836,-0.369733321612683,0.0617466944473989,0.0640099627106413,0.02304842,-1.67068911752202,0.0102363075933767,0.171796579490766
170,3.70451509,0.56622244346041,0.41822971864931,0.0493054660816408,11.05545643,1.04309226475324,0.551147360556525,0.0216138642019805,0.43691836,-0.37209109530093,0.115793688627472,0.107387201425872,0.01869881,-1.7439116319339,0.00651846509957163,0.110718740031351
180,3.88154442,0.585564506282932,0.529276344216721,0.0568544498870492,11.30180444,1.05265468516478,0.567725258825131,0.0218153762070326,0.43068418,-0.370459772826236,0.0680252452346072,0.065959443780855,0.02073698,-1.70868412172897,0.00855182410935429,0.145721463198531
190,4.75932021,0.676264175384749,0.38275876125769,0.0352865222358108,11.30548025,1.05283969307924,0.545471751441393,0.0207610167067102,0.42737451,-0.377665617024149,0.0884212311168213,0.0908475584782494,0.02066258,-1.70947687614886,0.00837884614090084,0.143636912872302
200,5.74838117,0.745777220185701,1.65812559649533,0.110457676705848,11.04296543,1.04288121242885,0.356745352209197,0.0140581208637551,0.51156835,-0.297856106284508,0.0908360781726469,0.0826743802461041,0.0164156,-1.78475770136942,0.000141355352058405,0.00373415152411763
210,5.81138026,0.758259726895913,1.06050991044438,0.0748316913936774,11.46113759,1.05879575950243,0.532395936589516,0.0205445451560396,0.42219106,-0.376839264312905,0.0448278010638289,0.048386270830037,0.02083928,-1.7115171192979,0.0094877683951262,0.158403235911363
220,6.3058896,0.793615834001601,1.12677601252588,0.0766762646978073,11.35074219,1.0548443320837,0.344710884811462,0.0131721154306436,0.44991604,-0.353766385669225,0.0865881835890017,0.0809313117723448,0.01956197,-1.72239731218878,0.00629386422126079,0.104673866366645
230,6.49471587,0.810469133689706,0.685757727845726,0.0444933920001558,11.76524844,1.06958547693241,0.881367328843675,0.0307227619438213,0.40087121,-0.399915794996751,0.0489268921987909,0.0531645468447708,0.01961024,-1.72350362925204,0.0068858759346296,0.111730832142935
240,10.07902099,0.944990303734203,6.84369126867226,0.212646927340408,11.43068676,1.05762366186204,0.547679801822923,0.0208108463940561,0.47781597,-0.329547639857961,0.104362494625928,0.0912163054990037,0.02179939,-1.68727989204882,0.00903533750392806,0.146643933302526
250,9.06078628,0.949403496840746,1.95298528352148,0.0833775091901049,11.57763067,1.06305127650673,0.621544457799022,0.0234768976223109,0.4723972,-0.348860454969429,0.170418160635264,0.146514017540495,0.02159668,-1.69025396753697,0.00875674297312268,0.143559809788046
260,9.66953889,0.975030469294051,2.32876690452172,0.0979397213424305,11.66148031,1.06656480282331,0.362275065069309,0.0135065584415072,0.46437315,-0.338927836695094,0.0764896430171395,0.0765315322896254,0.0194882,-1.72268952756623,0.00592828509848244,0.0996342201837319
270,11.04427063,1.02579356755843,3.46011987931033,0.126310279572363,11.68107711,1.06698406870638,0.588824379509144,0.0219702572824368,0.44929122,-0.353352134191719,0.0811801623786912,0.0739439216961024,0.01913361,-1.73273833433208,0.00630045823050461,0.107635592589277
280,10.84200517,1.02656272354852,2.27552373872608,0.0907772311065125,11.82948371,1.07243806628373,0.617864009083142,0.0225140057095226,0.41242981,-0.396504652878872,0.102865345450572,0.106172196860904,0.01941066,-1.72549781092837,0.00619862548010982,0.10344689462971
290,11.016693,1.02456445662456,3.99972007642275,0.11788020065017,11.99199773,1.07856050688299,0.49599479805956,0.0178304940500889,0.43385445,-0.372330834986606,0.0977140315592193,0.0960798247188566,0.01742502,-1.75883017849116,7.33120393326441e-05,0.00182892063205782
300,11.33874112,1.03919308251769,3.80536829338841,0.111333420063748,11.84876904,1.0735432865192,0.305011898693237,0.0112085223697739,0.4856607,-0.321486402135983,0.0914824594103275,0.0896987883333029,0.0174844,-1.75738043766447,0.000221876236772766,0.00547170589914941
