gamma_list,bisect_means,bruckner_means,ridge_means,ssdp_means,socp_means
0.001,0.658678535426618,6.24053081605046,6.24036051822689,0.6505416938073,0.650546632985672
0.0202051282051282,0.653405348769354,6.24050571856971,6.23709439298608,0.643381041749629,0.643380821431441
0.0394102564102564,0.650692172179417,6.24042188239898,6.23383107212054,0.63977667854905,0.639776495422237
0.0586153846153846,0.648583980345255,6.24025550875872,6.23057055245041,0.637012163648125,0.637012159686269
0.0778205128205128,0.646794232130439,6.23997330941215,6.2273128307884,0.634689500722628,0.634689447541574
0.097025641025641,0.645209553475405,6.23960072961829,6.2240579039534,0.63265121803717,0.632651278131067
0.116230769230769,0.643771193533121,6.23904953463467,6.22080576876875,0.63081599629176,0.630815818402858
0.135435897435897,0.642444095478118,6.23831628985064,6.21755642206158,0.629134648033943,0.629134553452726
0.154641025641026,0.641205278317284,6.2374378441534,6.21430986066385,0.627575528549341,0.627575680817541
0.173846153846154,0.640038745683082,6.24411221524018,6.21106608141218,0.626116417017075,0.626116351766417
0.193051282051282,0.638932826714449,6.23767261379303,6.20782508114755,0.624741139832176,0.624741259731333
0.21225641025641,0.637878717394891,6.22342144932856,6.20458685671483,0.623437613890219,0.623437709613226
0.231461538461538,0.636869521964113,6.23642052510664,6.20135140496459,0.622196080363117,0.622196322894928
0.250666666666667,0.635899782931107,6.23505121743169,6.19811872275052,0.621008948360705,0.621008921166684
0.269871794871795,0.634965067669589,6.24175637334999,6.19488880693162,0.619870149816323,0.619868014363169
0.289076923076923,0.634061711619494,6.24049169933005,6.1916616543711,0.618774528223482,0.618774576800864
0.308282051282051,0.633186661268615,6.24217331284667,6.1884372619366,0.617717941509301,0.617717960292758
0.327487179487179,0.632337313089168,6.24230672473344,6.18521562650033,0.616696732609572,0.616696899918173
0.346692307692308,0.631511458563254,6.24239385991666,6.18199674493854,0.615707830603891,0.615707784452851
0.365897435897436,0.63070718569742,6.2423287102233,6.17878061413234,0.614748620462052,0.614748731670537
0.385102564102564,0.629922817380419,6.23435316167444,6.17556723096687,0.613816692262025,0.613817139335757
0.404307692307692,0.629156906599416,6.23357627431355,6.17235659233197,0.612910273370523,0.612910229114186
0.423512820512821,0.628408159011527,6.23268301815668,6.16914869512162,0.612027236205254,0.612026487513616
0.442717948717949,0.627675432004071,6.20146969230612,6.16594353623425,0.611166144145369,0.611166839512118
0.461923076923077,0.6269576986262,6.24174276757123,6.16274111257304,0.610325672092866,0.610325793376943
0.481128205128205,0.626254054846159,6.2442125194399,6.15954142104492,0.609504421609985,0.609504262747511
0.500333333333333,0.625563660312468,6.22844587181313,6.15634445856156,0.60870137144691,0.608701413006608
0.519538461538462,0.624885773298157,6.24317160216402,6.1531502220389,0.607915383588713,0.607915525257746
0.53874358974359,0.624219713679031,6.2433953524543,6.14995870839719,0.607145505567723,0.607145485831206
0.557948717948718,0.623564863709802,6.24383992831797,6.14676991456108,0.606390983040078,0.606391293690225
0.577153846153846,0.622920656950969,6.24431634206504,6.14358383745964,0.605650966599512,0.605651033498413
0.596358974358974,0.622286573507607,6.24484730018614,6.14040047402594,0.604924783428157,0.604924761186011
0.615564102564103,0.62166213485602,6.24536421621686,6.13721982119776,0.604211630522511,0.604211682494589
0.634769230769231,0.621046900379801,6.24593395961643,6.13404187591695,0.603511039086621,0.603511298293906
0.653974358974359,0.620440461625849,6.24655985707474,6.13086663512965,0.60282246721625,0.602823772535547
0.673179487179487,0.619842442162618,6.24724795304047,6.12769409578645,0.602145264760994,0.602145616956188
0.692384615384615,0.619252485882848,6.2479892348318,6.12452425484218,0.601479050397423,0.601479421508225
0.711589743589744,0.618670264894946,6.2488006797219,6.12135710925578,0.600823333666346,0.600823207826706
0.730794871794872,0.618095483527497,6.22816793542918,6.1181926559907,0.60017767209582,0.60017845685184
0.75,0.61752784638672,6.22710805948619,6.11503089201454,0.599541690138796,0.599542255868487
